candidate_query,normalized_intent,body_area,symptom,situation,timing,closest_existing_url,closest_existing_topic,overlap_risk,unique_intent,medical_value,commercial_relevance,funnel_target_url,red_flag_sensitivity,recommended_action,priority,notes
Warum kopf sticht nur auf einer Seite?,kopf: schmerzt nur auf einer seite,Kopf,sticht,nur auf einer Seite,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht am Wochenende?,kopf: schmerzt am wochenende,Kopf,zieht,am Wochenende,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht bei Wetterwechsel?,kopf: schmerzt bei wetterwechsel,Kopf,zieht,bei Wetterwechsel,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht beim Bücken?,kopf: schmerzt beim bücken,Kopf,zieht,beim Bücken,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht beim Husten?,kopf: schmerzt beim husten,Kopf,zieht,beim Husten,,/beschwerden/kopfschmerzen/,Kopfschmerzen,medium,no,medium,medium,/beschwerden/kopfschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht direkt nach dem Aufstehen?,kopf: schmerzt direkt nach dem aufstehen,Kopf,zieht,direkt nach dem Aufstehen,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht hinter den Augen?,kopf: schmerzt hinter den augen,Kopf,zieht,hinter den Augen,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht nach dem Sport?,kopf: schmerzt nach dem sport,Kopf,zieht,nach dem Sport,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopf zieht nur auf einer Seite?,kopf: schmerzt nur auf einer seite,Kopf,zieht,nur auf einer Seite,,/beschwerden/kopfschmerzen/,Kopfschmerzen,high,no,medium,low,/beschwerden/kopfschmerzen/,medium,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn kopf schmerzt beim Husten?,kopf: schmerzt beim husten,Kopf,schmerzt,beim Husten,,/beschwerden/kopfschmerzen/,Kopfschmerzen,medium,no,medium,medium,/beschwerden/kopfschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn kopf schmerzt beim Husten?,kopf: schmerzt beim husten,Kopf,schmerzt,beim Husten,,/beschwerden/kopfschmerzen/,Kopfschmerzen,medium,no,medium,medium,/beschwerden/kopfschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn kopf sticht beim Husten?,kopf: schmerzt beim husten,Kopf,sticht,beim Husten,,/beschwerden/kopfschmerzen/,Kopfschmerzen,medium,no,medium,medium,/beschwerden/kopfschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn kopf zieht beim Husten?,kopf: schmerzt beim husten,Kopf,zieht,beim Husten,,/beschwerden/kopfschmerzen/,Kopfschmerzen,medium,no,medium,medium,/beschwerden/kopfschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum kopfhaut kribbelt bei Stress?,kopfhaut: kribbelt bei stress,Kopfhaut,kribbelt,bei Stress,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum kopfhaut kribbelt seit Tagen?,kopfhaut: kribbelt seit tagen,Kopfhaut,kribbelt,seit Tagen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Was bedeutet es wenn kopfhaut kribbelt bei Stress?,kopfhaut: kribbelt bei stress,Kopfhaut,kribbelt,bei Stress,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn kopfhaut kribbelt seit Tagen?,kopfhaut: kribbelt seit tagen,Kopfhaut,kribbelt,seit Tagen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn kopfhaut kribbelt bei Stress?,kopfhaut: kribbelt bei stress,Kopfhaut,kribbelt,bei Stress,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn kopfhaut kribbelt seit Tagen?,kopfhaut: kribbelt seit tagen,Kopfhaut,kribbelt,seit Tagen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Körper schwitzt am Kopf nachts,körper: schwitzt am kopf nachts,Körper,schwitzt,am Kopf nachts,nachts,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Körper schwitzt beim Einschlafen,körper: schwitzt beim einschlafen,Körper,schwitzt,beim Einschlafen,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Körper schwitzt ohne Anstrengung,körper: schwitzt ohne anstrengung,Körper,schwitzt,ohne Anstrengung,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum körper fröstelt ständig?,körper: fröstelt ständig,Körper,fröstelt,ständig,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum körper fröstelt trotz warmer Kleidung?,körper: fröstelt trotz warmer kleidung,Körper,fröstelt,trotz warmer Kleidung,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum körper schwitzt am Kopf nachts?,körper: schwitzt am kopf nachts,Körper,schwitzt,am Kopf nachts,nachts,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum körper schwitzt beim Einschlafen?,körper: schwitzt beim einschlafen,Körper,schwitzt,beim Einschlafen,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum körper schwitzt nachts stark?,körper: schwitzt nachts stark,Körper,schwitzt,nachts stark,nachts,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum körper schwitzt ohne Anstrengung?,körper: schwitzt ohne anstrengung,Körper,schwitzt,ohne Anstrengung,,/beschwerden/hyperhidrose/,Starkes Schwitzen (Hyperhidrose) – TCM,high,no,medium,low,/beschwerden/hyperhidrose/,high,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/hyperhidrose/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum körper zuckt am ganzen Körper?,körper: zuckt am ganzen körper,Körper,zuckt,am ganzen Körper,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum körper zuckt beim Einschlafen?,körper: zuckt beim einschlafen,Körper,zuckt,beim Einschlafen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum körper zuckt in einzelnen Muskeln?,körper: zuckt in einzelnen muskeln,Körper,zuckt,in einzelnen Muskeln,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Was bedeutet es wenn körper fröstelt ständig?,körper: fröstelt ständig,Körper,fröstelt,ständig,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn körper fröstelt trotz warmer Kleidung?,körper: fröstelt trotz warmer kleidung,Körper,fröstelt,trotz warmer Kleidung,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn körper zuckt am ganzen Körper?,körper: zuckt am ganzen körper,Körper,zuckt,am ganzen Körper,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn körper zuckt beim Einschlafen?,körper: zuckt beim einschlafen,Körper,zuckt,beim Einschlafen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn körper zuckt in einzelnen Muskeln?,körper: zuckt in einzelnen muskeln,Körper,zuckt,in einzelnen Muskeln,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn körper fröstelt ständig?,körper: fröstelt ständig,Körper,fröstelt,ständig,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn körper fröstelt trotz warmer Kleidung?,körper: fröstelt trotz warmer kleidung,Körper,fröstelt,trotz warmer Kleidung,,/beschwerden/eisenmangel/,Eisenmangel – TCM-Begleitung,low,no,medium,medium,/beschwerden/eisenmangel/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn körper zuckt am ganzen Körper?,körper: zuckt am ganzen körper,Körper,zuckt,am ganzen Körper,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn körper zuckt beim Einschlafen?,körper: zuckt beim einschlafen,Körper,zuckt,beim Einschlafen,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn körper zuckt in einzelnen Muskeln?,körper: zuckt in einzelnen muskeln,Körper,zuckt,in einzelnen Muskeln,,/beschwerden/stress-burnout/,Stress & Burnout,low,no,medium,medium,/beschwerden/stress-burnout/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Warum leiste zieht beim Gehen?,leiste: zieht beim gehen,Leiste,zieht,beim Gehen,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum leiste zieht beim Heben des Beins?,leiste: zieht beim heben des beins,Leiste,zieht,beim Heben des Beins,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum leiste zieht beim Husten?,leiste: zieht beim husten,Leiste,zieht,beim Husten,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn leiste zieht beim Gehen?,leiste: zieht beim gehen,Leiste,zieht,beim Gehen,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn leiste zieht beim Heben des Beins?,leiste: zieht beim heben des beins,Leiste,zieht,beim Heben des Beins,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn leiste zieht beim Husten?,leiste: zieht beim husten,Leiste,zieht,beim Husten,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn leiste zieht beim Gehen?,leiste: zieht beim gehen,Leiste,zieht,beim Gehen,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn leiste zieht beim Heben des Beins?,leiste: zieht beim heben des beins,Leiste,zieht,beim Heben des Beins,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn leiste zieht beim Husten?,leiste: zieht beim husten,Leiste,zieht,beim Husten,,/beschwerden/hueftschmerzen/,Hüftschmerzen,medium,no,medium,medium,/beschwerden/hueftschmerzen/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Lippen kribbeln bei Stress,lippen: kribbeln bei stress,Lippen,kribbeln,bei Stress,,/beschwerden/lippenherpes/,Lippenherpes,high,no,medium,low,/beschwerden/lippenherpes/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/lippenherpes/ abgedeckt.
Lippen kribbeln immer wieder an derselben Stelle,lippen: kribbeln immer wieder an derselben stelle,Lippen,kribbeln,immer wieder an derselben Stelle,,/beschwerden/lippenherpes/,Lippenherpes,high,no,medium,low,/beschwerden/lippenherpes/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/lippenherpes/ abgedeckt.
Lippen kribbeln vor einem Bläschen,lippen: kribbeln vor einem bläschen,Lippen,kribbeln,vor einem Bläschen,,/beschwerden/lippenherpes/,Lippenherpes,high,no,medium,low,/beschwerden/lippenherpes/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/lippenherpes/ abgedeckt.
Magen brennt nach Kaffee,magen: brennt nach kaffee,Magen,brennt,nach Kaffee,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Magen brennt nach dem Essen,magen: brennt nach dem essen,Magen,brennt,nach dem Essen,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Magen brennt nachts im Liegen,magen: brennt nachts im liegen,Magen,brennt,nachts im Liegen,nachts,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum magen brennt nach Kaffee?,magen: brennt nach kaffee,Magen,brennt,nach Kaffee,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum magen brennt nach dem Essen?,magen: brennt nach dem essen,Magen,brennt,nach dem Essen,,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum magen brennt nachts im Liegen?,magen: brennt nachts im liegen,Magen,brennt,nachts im Liegen,nachts,/beschwerden/sodbrennen/,Sodbrennen & Reflux,high,no,medium,low,/beschwerden/sodbrennen/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/sodbrennen/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
